employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won?,avg_training_score,is_promoted,training_impact
20694,Analytics,region_7,Bachelor's,m,other,1,36,3.0,8,0,80,0,80
75223,Operations,region_22,Bachelor's,f,sourcing,1,38,4.0,9,0,72,1,72
14413,Sales & Marketing,region_1,Bachelor's,m,other,1,42,5.0,8,0,58,0,58
44689,Operations,region_22,Master's & above,f,other,1,46,1.0,12,0,55,0,55
1713,Sales & Marketing,region_13,Bachelor's,m,other,1,35,3.0,6,0,49,0,49
28879,Operations,region_11,Bachelor's,m,sourcing,1,34,1.0,4,0,58,0,58
49139,Operations,region_22,Bachelor's,f,sourcing,3,28,4.0,3,0,62,0,186
55609,Finance,region_28,Bachelor's,f,sourcing,1,30,5.0,7,0,60,1,60
15450,Sales & Marketing,region_32,Bachelor's,m,other,1,31,5.0,7,0,50,0,50
30953,Sales & Marketing,region_31,Bachelor's,f,other,1,27,1.0,4,0,53,0,53
899,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,36,3.0,4,0,54,0,54
41161,Operations,region_22,Bachelor's,m,other,1,40,5.0,3,1,60,1,60
77705,Sales & Marketing,region_7,Bachelor's,m,other,1,50,5.0,6,0,48,0,48
18655,Operations,region_19,Master's & above,m,other,1,40,3.0,2,0,57,0,57
75606,Technology,region_13,Master's & above,m,sourcing,1,35,4.0,2,0,80,0,80
53595,Finance,region_13,Bachelor's,m,sourcing,1,28,,1,0,60,0,60
73403,Technology,region_22,Bachelor's,m,other,1,32,1.0,4,0,75,0,75
35205,Operations,region_2,Bachelor's,m,other,2,54,5.0,6,0,60,0,120
75051,Operations,region_5,Bachelor's,m,sourcing,1,29,5.0,3,0,58,1,58
6881,Sales & Marketing,region_1,Bachelor's,m,other,1,32,5.0,3,0,46,0,46
52330,Operations,region_12,Bachelor's,m,sourcing,1,27,5.0,5,0,57,0,57
54436,Analytics,region_29,Bachelor's,f,sourcing,1,28,5.0,4,0,81,0,81
22632,Analytics,region_7,Bachelor's,m,sourcing,2,36,5.0,7,0,83,0,166
69421,Procurement,region_6,Bachelor's,f,other,1,36,1.0,10,0,69,0,69
61852,Operations,region_32,Bachelor's,f,sourcing,1,32,4.0,8,0,65,0,65
56559,Operations,region_27,Master's & above,m,other,1,41,4.0,11,0,62,0,62
7378,Sales & Marketing,region_13,Master's & above,m,sourcing,1,31,4.0,4,0,48,0,48
47793,Finance,region_2,Below Secondary,m,sourcing,3,21,3.0,2,0,60,0,180
4752,Procurement,region_2,Bachelor's,f,other,1,59,2.0,15,0,66,0,66
63427,Sales & Marketing,region_23,Master's & above,m,other,1,41,3.0,8,0,51,0,51
50703,Procurement,region_31,Bachelor's,f,other,1,31,3.0,8,0,69,0,69
14799,Operations,region_25,Bachelor's,f,sourcing,1,27,3.0,2,0,57,0,57
7716,Finance,region_31,Bachelor's,m,sourcing,3,41,3.0,3,0,60,0,180
67332,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,30,5.0,6,0,49,0,49
853,HR,region_22,Bachelor's,m,other,1,29,3.0,5,0,55,0,55
51850,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,45,3.0,6,0,47,0,47
17333,Procurement,region_2,Bachelor's,f,sourcing,1,31,5.0,7,0,69,0,69
36481,Operations,region_4,Bachelor's,m,sourcing,1,26,4.0,2,0,55,0,55
57758,Technology,region_6,Bachelor's,m,other,1,32,3.0,3,0,76,0,76
52703,Sales & Marketing,region_28,Bachelor's,m,sourcing,2,38,1.0,3,0,45,0,90
41766,Operations,region_15,Bachelor's,m,other,1,31,3.0,7,0,61,0,61
15864,HR,region_26,Bachelor's,f,other,1,26,3.0,3,0,47,0,47
62339,HR,region_23,Bachelor's,m,other,1,31,3.0,6,0,51,0,51
22571,Sales & Marketing,region_2,Master's & above,f,other,1,39,3.0,11,0,50,0,50
48528,Procurement,region_2,Master's & above,f,sourcing,1,46,3.0,13,0,69,1,69
39514,Analytics,region_30,Bachelor's,m,other,1,29,5.0,3,0,86,1,86
52026,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,44,2.0,4,0,48,0,48
25128,Analytics,region_22,Bachelor's,m,other,1,36,4.0,3,0,88,0,88
68387,Operations,region_28,Bachelor's,f,sourcing,1,28,3.0,5,0,58,0,58
11725,Sales & Marketing,region_2,Master's & above,f,other,1,46,3.0,3,0,49,0,49
56074,Procurement,region_29,Bachelor's,m,sourcing,1,35,5.0,2,0,69,0,69
73212,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,29,4.0,2,0,49,0,49
19117,HR,region_22,Master's & above,f,other,1,36,5.0,13,0,52,0,52
52509,Finance,region_2,Bachelor's,m,sourcing,1,31,4.0,4,0,63,0,63
53490,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,37,3.0,8,0,53,0,53
54827,Sales & Marketing,region_28,,m,other,1,36,2.0,4,0,48,0,48
55894,Procurement,region_27,Bachelor's,m,other,1,31,3.0,5,0,69,0,69
51061,Technology,region_2,Bachelor's,f,other,3,33,1.0,9,0,76,0,228
18352,Technology,region_16,Bachelor's,m,sourcing,1,26,3.0,3,0,79,0,79
52432,Finance,region_3,Bachelor's,m,other,2,28,1.0,5,1,66,0,132
52614,Technology,region_7,Bachelor's,f,sourcing,1,34,3.0,4,0,83,0,83
23297,Legal,region_2,Bachelor's,m,other,1,52,5.0,2,0,55,0,55
38343,HR,region_32,Bachelor's,f,other,1,32,1.0,5,0,51,0,51
48421,Technology,region_2,Below Secondary,f,other,1,23,,1,0,76,0,76
11757,Finance,region_11,Bachelor's,f,other,1,29,4.0,9,0,58,0,58
55559,HR,region_28,Bachelor's,m,sourcing,1,31,5.0,3,0,52,0,52
32971,Operations,region_2,Bachelor's,f,sourcing,1,39,4.0,5,0,58,0,58
4918,Sales & Marketing,region_12,Bachelor's,f,other,1,26,5.0,3,0,54,0,54
38347,Procurement,region_17,Bachelor's,m,sourcing,1,31,3.0,9,0,73,0,73
36565,Operations,region_27,Master's & above,m,other,1,38,4.0,12,0,59,0,59
19348,Sales & Marketing,region_6,Bachelor's,m,other,1,38,4.0,9,0,48,0,48
32863,Procurement,region_2,Bachelor's,m,sourcing,1,53,2.0,4,0,72,0,72
28872,HR,region_32,Bachelor's,m,other,1,30,3.0,5,0,57,0,57
14132,Analytics,region_2,Bachelor's,m,other,2,41,2.0,13,0,82,1,164
26382,Sales & Marketing,region_2,,m,referred,1,25,5.0,2,0,46,0,46
16788,HR,region_2,Bachelor's,m,other,1,46,4.0,15,0,47,0,47
5286,Technology,region_23,Bachelor's,m,other,1,26,4.0,2,0,78,0,78
7945,Technology,region_13,Bachelor's,f,sourcing,2,33,2.0,4,0,79,0,158
22738,R&D,region_22,Bachelor's,m,sourcing,1,34,5.0,5,0,84,0,84
64483,Procurement,region_2,Bachelor's,f,other,1,29,1.0,3,0,72,0,72
20601,Analytics,region_2,,m,sourcing,1,28,5.0,8,0,87,0,87
31727,Procurement,region_13,Bachelor's,m,other,1,34,3.0,8,0,73,0,73
2363,Procurement,region_4,Master's & above,f,sourcing,1,35,4.0,6,0,63,0,63
34577,Sales & Marketing,region_11,Bachelor's,f,sourcing,1,26,,1,0,47,0,47
8908,Procurement,region_7,Master's & above,m,sourcing,2,41,3.0,11,0,69,0,138
8860,Sales & Marketing,region_7,,m,other,2,25,5.0,2,0,44,0,88
70361,Sales & Marketing,region_25,Bachelor's,f,sourcing,1,29,3.0,2,0,49,0,49
48039,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,40,3.0,6,0,49,0,49
64698,Operations,region_15,Master's & above,m,referred,1,36,5.0,8,1,62,0,62
12390,Operations,region_24,Bachelor's,m,other,1,27,1.0,3,0,59,0,59
71704,Operations,region_7,Bachelor's,m,other,1,42,3.0,4,0,60,0,60
18250,Sales & Marketing,region_2,Master's & above,m,sourcing,1,46,1.0,15,0,49,0,49
29951,Operations,region_7,Bachelor's,m,other,1,25,3.0,2,0,61,0,61
57380,Operations,region_22,Bachelor's,f,other,1,37,3.0,4,0,62,0,62
47532,Operations,region_27,Bachelor's,m,other,1,26,5.0,3,0,60,0,60
59471,Technology,region_7,Bachelor's,m,sourcing,1,41,5.0,9,0,84,0,84
7578,Procurement,region_4,Master's & above,m,other,1,46,4.0,11,0,70,0,70
56125,Finance,region_7,Bachelor's,f,other,1,27,5.0,3,0,55,0,55
76225,Analytics,region_22,Bachelor's,m,referred,2,32,3.0,9,0,81,0,162
59927,Operations,region_15,Bachelor's,m,other,1,29,4.0,3,0,59,0,59
74610,Analytics,region_22,Bachelor's,f,other,2,27,3.0,4,1,81,1,162
37695,Finance,region_2,Bachelor's,f,other,1,48,5.0,12,0,61,0,61
234,Legal,region_11,Bachelor's,m,sourcing,1,37,4.0,10,0,56,0,56
32839,Operations,region_19,Master's & above,m,sourcing,1,48,3.0,9,0,61,0,61
28602,Analytics,region_22,,m,sourcing,2,27,3.0,2,0,83,0,166
12658,Analytics,region_28,Bachelor's,m,sourcing,1,37,2.0,3,0,83,0,83
51168,Legal,region_7,Below Secondary,m,sourcing,1,28,3.0,2,0,59,0,59
48671,Analytics,region_7,Bachelor's,m,other,1,35,5.0,5,0,89,0,89
8253,HR,region_2,Master's & above,m,sourcing,1,45,4.0,5,0,47,0,47
36154,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,35,1.0,4,0,48,0,48
15514,Sales & Marketing,region_2,,m,other,1,32,4.0,7,0,50,0,50
56685,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,27,3.0,4,0,51,0,51
69079,Operations,region_15,Bachelor's,m,other,1,38,5.0,9,0,61,0,61
1906,Sales & Marketing,region_11,Bachelor's,m,sourcing,2,28,3.0,3,0,49,0,98
15025,Procurement,region_6,Bachelor's,m,other,3,27,4.0,3,0,68,1,204
1655,Operations,region_22,Bachelor's,m,other,2,30,3.0,5,0,59,0,118
1771,Technology,region_17,Bachelor's,m,other,1,39,4.0,14,0,88,1,88
66009,Sales & Marketing,region_2,Bachelor's,m,other,2,31,3.0,4,0,49,0,98
9699,Technology,region_13,Bachelor's,f,other,1,26,1.0,3,0,77,0,77
63774,Sales & Marketing,region_2,Bachelor's,f,other,1,31,4.0,5,0,49,1,49
23788,Technology,region_31,Bachelor's,m,other,1,41,3.0,4,0,78,0,78
28610,Sales & Marketing,region_16,Bachelor's,f,other,1,40,4.0,7,0,45,0,45
54263,Analytics,region_2,Bachelor's,f,other,2,34,4.0,5,0,83,0,166
34733,Operations,region_13,Bachelor's,m,other,1,30,3.0,5,0,59,0,59
2682,Technology,region_5,Bachelor's,m,other,1,33,3.0,6,0,74,0,74
30417,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,26,,1,0,49,0,49
14634,Procurement,region_2,Below Secondary,m,other,1,25,,1,0,72,0,72
4560,Operations,region_15,Master's & above,m,other,1,36,1.0,4,0,58,0,58
7088,HR,region_2,Master's & above,m,sourcing,1,60,4.0,3,0,44,0,44
73722,Procurement,region_13,Bachelor's,f,sourcing,2,24,,1,0,66,0,132
77332,Procurement,region_16,Bachelor's,f,other,3,30,3.0,5,1,73,0,219
60744,Operations,region_2,Bachelor's,f,sourcing,1,35,5.0,10,0,58,0,58
12147,Procurement,region_34,Bachelor's,m,other,1,29,5.0,4,0,70,0,70
24140,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,54,3.0,14,0,47,0,47
71511,Technology,region_2,Bachelor's,m,sourcing,1,31,4.0,4,0,83,0,83
11201,Analytics,region_11,Bachelor's,m,other,1,28,5.0,4,0,85,0,85
27020,Sales & Marketing,region_7,Master's & above,m,sourcing,2,33,3.0,2,0,52,0,104
49626,Analytics,region_2,,m,sourcing,1,32,5.0,5,0,85,0,85
72714,Operations,region_7,Bachelor's,f,other,1,37,4.0,9,0,55,0,55
40608,Analytics,region_22,Bachelor's,m,sourcing,2,30,5.0,9,0,85,0,170
23204,Operations,region_2,Bachelor's,f,other,1,31,4.0,5,0,60,0,60
76387,Operations,region_7,Bachelor's,m,other,1,30,1.0,5,0,59,0,59
37768,Technology,region_23,Master's & above,m,sourcing,1,34,4.0,7,0,79,0,79
4599,R&D,region_3,Master's & above,m,sourcing,2,38,3.0,3,0,83,0,166
65189,Operations,region_29,Bachelor's,f,sourcing,1,28,3.0,4,0,60,0,60
58232,Procurement,region_2,Master's & above,m,sourcing,1,31,,1,0,69,0,69
15197,Technology,region_22,Master's & above,m,sourcing,2,33,3.0,6,0,82,0,164
74169,Operations,region_16,Bachelor's,m,other,1,36,3.0,9,0,58,0,58
13182,Sales & Marketing,region_22,Bachelor's,f,other,2,27,,1,0,56,0,112
74387,Procurement,region_2,Bachelor's,m,sourcing,1,36,2.0,9,0,70,0,70
19356,Procurement,region_30,Master's & above,m,other,1,33,4.0,9,0,69,0,69
61723,Sales & Marketing,region_16,Master's & above,m,other,1,48,3.0,9,0,44,0,44
54653,Procurement,region_2,Bachelor's,m,sourcing,3,34,1.0,3,0,71,0,213
46722,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,35,4.0,8,0,49,0,49
49225,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,32,4.0,7,0,50,0,50
19081,Sales & Marketing,region_2,,m,other,1,58,1.0,17,0,53,0,53
21715,Operations,region_19,Bachelor's,m,sourcing,1,33,4.0,6,0,57,0,57
15306,Operations,region_22,Master's & above,f,other,1,35,3.0,4,1,96,1,96
8519,Procurement,region_2,Bachelor's,m,sourcing,1,60,3.0,3,0,72,0,72
17604,Sales & Marketing,region_15,Bachelor's,m,other,1,31,4.0,4,0,45,0,45
45945,Operations,region_2,Bachelor's,m,sourcing,1,29,5.0,2,0,63,0,63
42466,Operations,region_6,Bachelor's,f,other,2,33,3.0,3,0,58,0,116
48269,Procurement,region_2,Bachelor's,m,other,2,37,3.0,9,0,72,0,144
37198,Sales & Marketing,region_2,,f,other,1,23,3.0,1,0,46,0,46
27996,Technology,region_12,Bachelor's,m,other,2,26,2.0,3,0,77,0,154
52865,Legal,region_5,Bachelor's,m,sourcing,1,29,3.0,5,0,61,0,61
21486,Sales & Marketing,region_22,Master's & above,f,sourcing,1,36,1.0,7,0,54,0,54
55513,Legal,region_27,Bachelor's,m,other,1,33,3.0,4,0,61,0,61
1014,Operations,region_2,Bachelor's,f,other,1,32,5.0,5,0,56,0,56
68506,Procurement,region_2,Bachelor's,m,sourcing,2,51,1.0,24,0,67,0,134
55670,Procurement,region_2,Bachelor's,m,sourcing,1,37,3.0,11,0,70,0,70
7371,R&D,region_7,Master's & above,m,other,1,35,5.0,7,0,83,0,83
78258,R&D,region_27,Bachelor's,m,sourcing,2,33,3.0,5,0,88,0,176
14062,Operations,region_2,Bachelor's,m,sourcing,1,33,3.0,5,0,53,0,53
31467,Procurement,region_2,Master's & above,m,sourcing,1,58,4.0,7,0,68,0,68
54632,Finance,region_31,Bachelor's,m,sourcing,1,30,4.0,2,0,58,0,58
28048,Sales & Marketing,region_5,Bachelor's,m,other,1,37,2.0,10,0,49,0,49
57867,Sales & Marketing,region_26,Bachelor's,m,sourcing,2,33,1.0,5,0,50,0,100
76079,Analytics,region_22,Bachelor's,m,referred,1,29,,1,0,87,0,87
61413,Technology,region_23,Master's & above,f,sourcing,1,38,5.0,10,0,82,0,82
64875,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,34,1.0,8,0,53,0,53
42166,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,38,4.0,2,0,51,0,51
46076,Operations,region_13,Bachelor's,f,sourcing,1,37,5.0,7,0,59,0,59
13621,Sales & Marketing,region_25,Bachelor's,m,other,1,29,4.0,3,0,49,0,49
16856,Sales & Marketing,region_2,Bachelor's,f,other,1,60,3.0,6,1,49,0,49
78272,Sales & Marketing,region_28,Bachelor's,f,other,1,31,5.0,2,0,48,0,48
8733,R&D,region_7,Bachelor's,m,sourcing,1,30,4.0,2,0,87,0,87
34169,Procurement,region_13,Bachelor's,f,sourcing,1,36,3.0,9,0,66,0,66
38340,Operations,region_14,Bachelor's,f,other,1,35,3.0,10,0,61,0,61
23594,R&D,region_26,Bachelor's,m,sourcing,1,41,3.0,7,1,81,0,81
15643,Technology,region_7,Bachelor's,f,sourcing,1,30,3.0,4,0,89,1,89
14574,Sales & Marketing,region_9,Bachelor's,f,sourcing,1,29,3.0,5,0,53,0,53
17036,HR,region_26,Bachelor's,m,other,1,30,3.0,5,0,90,1,90
39162,Procurement,region_2,Bachelor's,f,sourcing,1,55,3.0,8,0,69,0,69
20980,Sales & Marketing,region_31,,m,other,1,34,3.0,4,0,51,0,51
63484,Analytics,region_29,Master's & above,m,other,1,38,3.0,4,0,81,0,81
57264,HR,region_5,Bachelor's,f,sourcing,1,32,5.0,7,0,52,0,52
60486,Operations,region_2,Bachelor's,m,other,1,38,2.0,10,0,59,0,59
5212,Sales & Marketing,region_29,Master's & above,m,sourcing,1,47,3.0,17,0,49,0,49
44764,Operations,region_32,Bachelor's,f,other,1,42,5.0,15,0,65,0,65
74447,Operations,region_22,Master's & above,m,other,1,31,5.0,4,0,57,1,57
3957,Technology,region_2,Master's & above,m,sourcing,2,38,3.0,9,0,91,1,182
39359,Technology,region_2,Bachelor's,f,sourcing,1,32,1.0,4,0,72,0,72
67043,Operations,region_2,Below Secondary,m,sourcing,1,23,3.0,2,0,59,0,59
44245,Sales & Marketing,region_22,Master's & above,f,sourcing,1,41,5.0,13,0,44,0,44
6110,Technology,region_16,Bachelor's,m,sourcing,1,51,5.0,3,1,84,0,84
37480,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,45,4.0,12,0,44,0,44
10471,Sales & Marketing,region_32,,m,sourcing,1,34,3.0,5,0,46,0,46
68376,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,29,,1,1,92,1,92
10233,Analytics,region_30,Bachelor's,m,other,1,30,3.0,4,0,90,0,90
40681,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,38,4.0,4,0,48,0,48
63806,Operations,region_22,Bachelor's,f,sourcing,1,48,5.0,3,0,63,1,63
43489,HR,region_7,Master's & above,m,other,1,38,4.0,3,0,49,0,49
5777,Legal,region_2,Bachelor's,m,other,1,31,3.0,4,0,59,0,59
288,Legal,region_22,Bachelor's,m,sourcing,1,30,4.0,3,0,62,0,62
11102,Technology,region_13,Bachelor's,m,referred,1,31,3.0,3,0,80,1,80
64826,Sales & Marketing,region_4,Master's & above,f,sourcing,1,34,3.0,9,0,45,0,45
32340,Sales & Marketing,region_2,Master's & above,m,sourcing,1,60,1.0,11,0,48,0,48
14958,Operations,region_2,Master's & above,m,sourcing,1,40,2.0,12,0,58,0,58
13418,Procurement,region_26,Master's & above,m,sourcing,1,55,3.0,7,0,69,0,69
49877,Sales & Marketing,region_16,Bachelor's,m,sourcing,2,45,3.0,5,0,48,0,96
31551,Sales & Marketing,region_6,Bachelor's,m,sourcing,2,29,1.0,4,0,51,0,102
34471,R&D,region_26,Master's & above,m,other,1,27,4.0,5,0,84,0,84
76873,Sales & Marketing,region_28,Master's & above,f,sourcing,1,34,4.0,7,0,64,1,64
40820,Analytics,region_20,Bachelor's,m,sourcing,2,28,3.0,4,0,85,0,170
9970,Sales & Marketing,region_2,Bachelor's,m,referred,1,37,1.0,5,0,50,0,50
56024,Sales & Marketing,region_21,Bachelor's,m,sourcing,1,35,4.0,9,1,50,0,50
12831,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,30,2.0,3,0,51,0,51
35457,Analytics,region_2,Bachelor's,m,sourcing,1,36,3.0,5,0,81,0,81
67745,Operations,region_27,Master's & above,f,other,1,39,5.0,4,0,62,0,62
14080,Technology,region_13,Master's & above,m,other,1,54,1.0,4,0,78,0,78
6619,Sales & Marketing,region_2,Bachelor's,m,other,2,25,,1,0,50,0,100
2552,Legal,region_26,Bachelor's,m,sourcing,1,34,1.0,6,0,61,0,61
46198,Sales & Marketing,region_29,Master's & above,m,sourcing,1,32,1.0,7,0,47,0,47
74371,Finance,region_26,Bachelor's,m,other,1,29,5.0,6,0,66,0,66
17514,Technology,region_14,Bachelor's,m,other,3,32,5.0,5,0,84,1,252
37687,Sales & Marketing,region_29,Bachelor's,f,sourcing,1,27,3.0,2,0,53,0,53
41750,Procurement,region_7,Bachelor's,f,sourcing,1,32,5.0,7,0,73,1,73
3631,Sales & Marketing,region_4,Master's & above,m,sourcing,2,40,1.0,3,0,51,0,102
66626,Sales & Marketing,region_22,Bachelor's,m,other,8,26,,1,0,47,0,376
72122,Sales & Marketing,region_20,Master's & above,m,other,1,35,4.0,9,0,45,0,45
33770,Operations,region_29,Bachelor's,m,sourcing,1,34,4.0,2,0,61,0,61
69513,Analytics,region_22,Master's & above,f,other,1,32,1.0,6,0,85,0,85
67245,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,26,,1,1,90,1,90
369,Technology,region_31,Bachelor's,m,other,2,29,3.0,2,0,79,0,158
5911,Operations,region_13,Bachelor's,m,other,3,38,4.0,12,0,58,0,174
39041,Operations,region_14,Master's & above,m,other,1,38,5.0,7,0,58,0,58
54598,Operations,region_30,Bachelor's,m,sourcing,1,45,5.0,7,0,57,0,57
64874,Sales & Marketing,region_7,Bachelor's,m,other,2,31,4.0,6,0,48,0,96
22416,Analytics,region_2,,m,sourcing,1,26,5.0,5,0,84,0,84
76198,Technology,region_2,Bachelor's,f,sourcing,1,42,1.0,4,0,79,0,79
47111,Analytics,region_22,Master's & above,m,sourcing,1,27,,1,0,85,0,85
10025,Analytics,region_34,Bachelor's,m,other,1,27,4.0,3,0,88,0,88
78132,Sales & Marketing,region_4,Master's & above,m,other,1,57,1.0,16,0,47,0,47
12109,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,47,1.0,6,0,50,0,50
20760,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,41,3.0,15,0,54,0,54
63610,Analytics,region_31,Bachelor's,m,sourcing,1,29,3.0,6,0,85,0,85
926,Technology,region_10,Bachelor's,m,sourcing,1,33,3.0,7,0,80,0,80
50934,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,33,4.0,5,0,46,0,46
10265,HR,region_26,Bachelor's,m,other,1,31,5.0,9,0,47,0,47
51856,Sales & Marketing,region_23,Bachelor's,m,other,1,33,3.0,9,0,52,1,52
38641,Operations,region_4,Master's & above,m,sourcing,1,42,3.0,5,0,65,0,65
34952,Technology,region_7,Bachelor's,f,other,2,31,3.0,5,0,76,0,152
51395,Sales & Marketing,region_2,Master's & above,f,sourcing,2,35,3.0,9,0,49,0,98
51090,Technology,region_2,Bachelor's,f,other,1,47,3.0,17,0,84,0,84
8403,Analytics,region_31,Master's & above,m,sourcing,1,35,5.0,9,0,85,0,85
59652,R&D,region_2,Master's & above,m,other,2,42,1.0,14,0,87,0,174
3790,Sales & Marketing,region_22,Master's & above,m,other,1,41,5.0,6,0,49,0,49
36105,Procurement,region_23,Bachelor's,m,other,1,33,4.0,2,0,70,0,70
75204,Operations,region_32,Bachelor's,m,sourcing,1,27,5.0,5,0,63,0,63
44358,Legal,region_4,Bachelor's,m,other,1,30,4.0,3,0,60,0,60
67081,Finance,region_2,Master's & above,f,sourcing,1,40,4.0,9,0,58,0,58
30552,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,31,,1,0,45,0,45
3319,Analytics,region_2,,m,other,1,25,5.0,2,0,86,0,86
32419,Procurement,region_2,Bachelor's,f,sourcing,3,42,5.0,14,0,67,0,201
1628,Finance,region_7,Below Secondary,m,other,1,25,,1,0,63,0,63
5837,Operations,region_13,Bachelor's,m,sourcing,1,53,4.0,10,0,58,0,58
12603,Procurement,region_14,Bachelor's,m,sourcing,1,26,3.0,2,0,70,0,70
1768,Analytics,region_26,Bachelor's,m,sourcing,1,31,5.0,4,0,84,0,84
35368,Operations,region_27,Bachelor's,f,sourcing,1,43,3.0,10,0,62,1,62
44684,Finance,region_2,Bachelor's,f,other,1,33,3.0,6,0,58,0,58
3428,Sales & Marketing,region_11,Bachelor's,m,other,1,41,5.0,13,0,47,0,47
22187,Procurement,region_2,Bachelor's,m,referred,1,30,1.0,8,0,71,0,71
56847,Technology,region_11,Bachelor's,m,other,1,30,4.0,4,0,81,0,81
5968,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,32,3.0,3,0,52,0,52
17993,Operations,region_22,Bachelor's,m,other,1,33,1.0,7,0,58,0,58
60010,HR,region_2,Bachelor's,f,referred,1,32,3.0,7,0,50,0,50
4001,Finance,region_26,Bachelor's,m,other,3,26,3.0,4,0,60,0,180
39833,Sales & Marketing,region_13,Master's & above,m,other,3,36,3.0,9,0,44,0,132
36675,Procurement,region_13,Master's & above,f,sourcing,1,32,3.0,6,0,71,0,71
9815,Technology,region_15,Bachelor's,m,other,1,36,1.0,5,0,82,0,82
60871,Sales & Marketing,region_31,Master's & above,m,sourcing,1,38,2.0,3,0,48,0,48
1162,Sales & Marketing,region_10,Bachelor's,m,other,1,33,2.0,7,0,52,0,52
34355,Sales & Marketing,region_16,Master's & above,m,other,1,49,3.0,3,0,49,0,49
1036,Operations,region_27,Bachelor's,m,sourcing,1,35,3.0,6,0,64,0,64
41799,Sales & Marketing,region_23,Master's & above,m,sourcing,1,40,3.0,10,0,53,0,53
15473,HR,region_2,Bachelor's,m,sourcing,1,26,5.0,2,0,48,0,48
20489,Analytics,region_26,Bachelor's,m,other,1,32,4.0,4,0,85,0,85
56080,Procurement,region_2,Bachelor's,f,other,2,30,5.0,9,0,73,0,146
77619,Sales & Marketing,region_23,Master's & above,m,other,1,36,4.0,5,0,50,0,50
46650,Sales & Marketing,region_7,Bachelor's,m,other,1,43,2.0,5,0,51,0,51
53207,Analytics,region_27,Bachelor's,m,sourcing,1,39,1.0,6,0,89,0,89
10545,Sales & Marketing,region_26,Bachelor's,m,other,1,46,3.0,2,0,45,0,45
37863,Operations,region_22,Master's & above,m,sourcing,1,38,3.0,3,0,62,0,62
30530,Finance,region_31,Bachelor's,m,sourcing,1,31,3.0,5,0,56,0,56
74663,Analytics,region_2,Bachelor's,f,other,1,28,2.0,2,0,82,0,82
17834,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,25,1.0,1,0,44,0,44
74988,Operations,region_7,Bachelor's,m,sourcing,1,29,5.0,5,0,57,0,57
45574,Analytics,region_22,Bachelor's,m,referred,1,28,5.0,7,0,86,0,86
1336,Technology,region_2,Bachelor's,f,sourcing,1,51,3.0,7,0,81,0,81
63381,HR,region_13,Master's & above,f,other,1,44,1.0,15,0,45,0,45
2316,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,28,,1,0,50,0,50
66362,Procurement,region_2,Bachelor's,f,other,1,60,3.0,21,0,99,1,99
7536,Technology,region_27,Master's & above,f,other,1,50,3.0,6,0,71,0,71
19438,Operations,region_12,Bachelor's,f,sourcing,2,35,5.0,7,0,63,0,126
14178,Technology,region_22,Bachelor's,m,referred,2,26,5.0,3,0,82,0,164
18144,Operations,region_27,Master's & above,m,sourcing,1,44,3.0,15,0,57,0,57
47800,Technology,region_2,Master's & above,m,sourcing,2,46,5.0,6,0,78,1,156
14922,Procurement,region_2,Master's & above,f,sourcing,1,51,2.0,11,0,71,1,71
34521,Technology,region_5,Master's & above,m,sourcing,1,43,3.0,3,0,73,0,73
48119,Procurement,region_2,,f,sourcing,1,47,5.0,7,0,72,0,72
44009,Analytics,region_22,Bachelor's,f,sourcing,1,37,4.0,3,0,84,0,84
33116,Technology,region_16,Below Secondary,m,other,1,24,,1,0,80,0,80
40317,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,29,3.0,3,0,52,0,52
16719,Operations,region_29,Bachelor's,f,other,1,27,4.0,2,0,63,0,63
77131,Technology,region_2,Bachelor's,f,other,1,26,4.0,2,0,87,0,87
62011,Operations,region_22,Bachelor's,f,sourcing,1,24,3.0,2,0,63,0,63
